,Address,Lot_Size,Price,Unit,latitude,longitude
0,"1534 Max Ave, Chula Vista, CA 91911",0.68,480000.0,acres lot,32.602,-117.0459
1,"Lyons Valley Road 51 #596-062-00, Jamul, CA 91935",4.22,399000.0,acres lot,32.722,-116.7613
2,"0 Vista Sage Pl, Jamul, CA 91935",2.67,375000.0,acres lot,32.719,-116.8860
3,"2518 Forest Park Trail 38 LOT 522-160-00, Jamul, CA 91935",20.64,375000.0,acres lot,32.736,-116.7317
4,"3236 National Ave LOT 550532600, San Diego, CA 92113",0.081267217630854,365500.0,sqft lot,32.6959,-117.12451
5,"3236 National Ave, San Diego, CA 92113",0.081267217630854,365500.0,sqft lot,32.6959,-117.12451
6,"17 Street, National City, CA 91950",0.2334022038567493,300000.0,sqft lot,32.67,-117.0728
7,"17 E 17th St #218, National City, CA 91950",0.2334022038567493,300000.0,sqft lot,32.6681,-117.10342
8,"0 Presilla Dr, Jamul, CA 91935",2.6,299999.0,acres lot,32.706,-116.8493
9,"177 Monarch Bay Dr, Dana Point, CA 92629",0.5,11500000.0,acres lot,33.4870,-117.73036
10,"3500 Sweeney Rd, Lompoc, CA 93436",320.0,11000000.0,acres lot,34.627,-120.3403
11,"1229 N Olive Dr, West Hollywood, CA 90069",0.34,10900000.0,acres lot,34.0926,-118.3742
12,"1235 N Olive Dr, West Hollywood, CA 90069",0.34,10900000.0,acres lot,34.0927,-118.3742
13,"1633 Blue Jay Way, Los Angeles, CA 90069",0.56,10899000.0,acres lot,34.102,-118.3872
14,"7010 Vallecitos Rd, Sunol, CA 94586",264.8,10880000.0,acres lot,37.6041,-121.84089
15,"18780 Cajalco Rd, Perris, CA 92570",31.14,10725000.0,acres lot,33.840,-117.334
16,"0 Highway 155 #0, Delano, CA 93215",5278.43,10500000.0,acres lot,35.7577,-119.24896
17,"Hwy 155, Delano, CA 93215",5278.34,10500000.0,acres lot,35.761,-119.2583
18,"0 Browns Canyon Rd, Chatsworth, CA 91311",4.57,10500000.0,acres lot,34.297,-118.5922
19,"67 Emerald Bay, Laguna Beach, CA 92651",0.15,10500000.0,sqft lot,33.552,-117.8068
20,"0 Lacey Blvd, Lemoore, CA 93245",520.0,10400000.0,acres lot,36.327,-119.7485
21,"1893 Woodland Ave, East Palo Alto, CA 94303",1.12,10180000.0,acres lot,37.453,-122.13055
22,"4381 E International Ave, Clovis, CA 93619",20.0,10000000.0,acres lot,36.886,-119.70326
23,"100 Serrano Rd, Malibu, CA 90265",25.13,10000000.0,acres lot,34.094,-118.96567
24,"0 Benton Rd, Winchester, CA 92596",17.74,10000000.0,acres lot,33.591,-117.1032
25,"0 Indian Ave, North Palm Springs, CA 92258",78.77,10000000.0,acres lot,33.9227,-116.54306
26,"0 Sandalwood Dr, Big Bear Lake, CA 92315",24.91,10000000.0,acres lot,34.2530,-116.88516
28,"0 Simpson Rd, Winchester, CA 92596",49.0,10000000.0,acres lot,33.708,-117.0990
29,"30465 Highland Way, Los Gatos, CA 95033",69.37,10000000.0,acres lot,37.0707,-121.83424
30,"0 Leon Rd, Winchester, CA 92596",84.8,10000000.0,acres lot,33.608,-117.1167
31,"81437 Peary Pl, La Quinta, CA 92253",1.42,10000000.0,acres lot,33.6,-116.2438
32,"3 Anza Rd, Temecula, CA 92591",106.16,9998550.0,acres lot,33.499,-117.0546
33,"4539 Camden Dr, Corona Del Mar, CA 92625",0.26,9995000.0,acres lot,33.586,-117.8633
34,"8050 Bitterwater Rd, Shandon, CA 93461",8525.0,9995000.0,acres lot,35.533,-120.0955
35,"3600 State Highway 86, Thermal, CA 92274",152.0,9950000.0,acres lot,33.385,-116.0221
36,"0 W Whitesbridge Ave, Tranquillity, CA 93668",333.78,9926242.0,acres lot,36.7358,-119.8128
37,"34776 Pacific Coast Hwy, Capistrano Beach, CA 92624",0.86,9900000.0,acres lot,33.457,-117.670
38,"1271 E Julian St, San Jose, CA 95116",0.48,8900000.0,acres lot,37.3527,-121.86967
39,"3832 N Figueroa St, Los Angeles, CA 90031",1.08,8900000.0,acres lot,34.090,-118.2108
40,"26 Pelican Crest Dr, Newport Coast, CA 92657",0.45,8900000.0,acres lot,33.595,-117.84322
41,"112 N Beverly Glen Blvd, Los Angeles, CA 90077",0.92,8900000.0,acres lot,34.083,-118.4342
42,"233 N Hudson Ave, Pasadena, CA 91101",0.37,8849000.0,acres lot,34.149,-118.1349
43,"9625 Oak Pass Rd, Beverly Hills, CA 90210",0.46,8800000.0,acres lot,34.115,-118.42796
44,"0 Mill Creek Rd, Fremont, CA 94539",54.0,8800000.0,acres lot,37.537,-121.8940
45,"1 Santa Ana Canyon Rd, Anaheim, CA 92807",28.76,8750000.0,acres lot,33.856,-117.7746
46,"1838 S Brand Blvd, Glendale, CA 91204",0.63,8750000.0,acres lot,34.122,-118.2558
47,"33 Shoreline Dr, Dana Pt, CA 92629",0.27,8700000.0,acres lot,33.464,-117.7098
48,"1706 E Route 66, Glendora, CA 91740",3.6,8680000.0,acres lot,34.128,-117.8342
49,"0 Unknown, Phelan, CA 92371",428.41,8600000.0,acres lot,34.4262,-117.57250
50,"507 N Chandler Ave, Monterey Park, CA 91754",1.3,8500000.0,acres lot,34.0673,-118.13261
51,"0 Pias Ranch Rd, Big Sur, CA 93920",10.3,8500000.0,acres lot,36.235,-121.7938
52,"4490 Estelle Vineyard Dr, Santa Ynez, CA 93460",120.0,8500000.0,acres lot,34.648,-120.0492
53,"17654 N Main St, Porterville, CA 93257",141.0,8445900.0,acres lot,36.110,-119.043
54,"Chamberlain Road, Dos Palos, CA 93620",537.2,8326600.0,acres lot,37.15719,-120.700987
55,"1070 Drum Canyon Rd, Lompoc, CA 93436",296.92,8305360.0,acres lot,34.653,-120.2649
56,"0 Sycamore Rd, Arvin, CA 93203",61.36,8250000.0,acres lot,35.1945,-118.82410
57,"0 Camino Del Norte, Lake Elsinore, CA 92532",31.5,8200000.0,acres lot,33.6793,-117.28455
58,"32945 Marius Ave, Winchester, CA 92596",11.5,8000000.0,acres lot,33.588,-117.0843
59,"0 Green River Rd, Corona, CA 92882",100.5,8000000.0,acres lot,33.8820,-117.66521
60,"Avenue 128, Tipton, CA 93272",314.46,8000000.0,acres lot,36.01,-119.3443
61,"1 Carbon Cyn, Brea, CA 92823",161.34,8000000.0,acres lot,33.926,-117.8036
62,"44665 La Cruz Dr, Temecula, CA 92590",100.26,8000000.0,acres lot,33.48,-117.2172
63,"44735 79th Hwy, Aguanga, CA 92536",68.09,7999990.0,acres lot,33.443,-116.8791
64,"14915 Shannon Rd, Los Gatos, CA 95032",27.09,7998000.0,acres lot,37.224,-121.9276
65,"12085 Clinton St, Moorpark, CA 93021",111.74,7995000.0,acres lot,34.331,-118.8944
66,"888 Aldina Hill Rd, Walnut, CA 91789",5.18,7990000.0,acres lot,34.0310,-117.85366
67,"0 20th St, Desert Hot Springs, CA 92241",40.0,4791600.0,acres lot,33.9181,-116.43933
68,"3626 Inglis Dr, Los Angeles, CA 90065",1.57,4761250.0,acres lot,34.115,-118.2309
69,"13148 Gladstone Ave, Sylmar, CA 91342",1.0,4750000.0,acres lot,34.309,-118.4266
70,"28901 Selfridge Dr, Malibu, CA 90265",1.28,4750000.0,acres lot,34.0198,-118.8014
71,"122 Hollister Ranch Rd, Goleta, CA 93117",105.0,4750000.0,acres lot,34.4687,-120.32160
72,"0 Old Woman Springs Rd, Yucca Valley, CA 92284",514.94,4750000.0,acres lot,34.207,-116.4396
73,"22001 Santa Susana Pass Rd, Chatsworth, CA 91311",16.72,4700000.0,acres lot,34.272,-118.6117
74,"4102 Encinal Canyon Rd, Malibu, CA 90265",29.02,4700000.0,acres lot,34.042,-118.8739
75,"1 Augusta Way, Apple Valley, CA 92308",14.0,4674000.0,acres lot,34.4778,-117.203
76,"0 Beech Ave, Shafter, CA 93263",90.09,4600000.0,acres lot,35.4988,-119.26055
77,"257 Goodrich Dr, Riverside, CA 92507",13.39,4500000.0,acres lot,33.9737,-117.31011
78,"1521 Huntington Dr, Duarte, CA 91010",1.42,4500000.0,acres lot,34.140,-117.9723
79,"0 Calle Dia, Camarillo, CA 93012",52.06,4500000.0,acres lot,34.2421,-118.9716
80,"0 Vasquez Canyon Rd, Valencia, CA 91354",112.0,4500000.0,acres lot,34.4462,-118.54534
81,"225 Berkshire Ave, La Canada Flintridge, CA 91011",2.27,4500000.0,acres lot,34.187,-118.1815
82,"625 Juniper St, Nipomo, CA 93444",9.62,4495000.0,acres lot,35.037,-120.489
83,"9875 Rimmele Dr, Beverly Hills, CA 90210",1.47,4475000.0,acres lot,34.102,-118.4359
84,"28499 San Martinez Grande Canyon Rd, Saugus, CA 91384",296.57,4448550.0,acres lot,34.436,-118.6969
85,"30107 Cuthbert Rd, Malibu, CA 90265",0.98,4395000.0,acres lot,34.03,-118.8301
86,"4560 Via Esperanza, Santa Barbara, CA 93110",2.35,4395000.0,acres lot,34.4254,-119.77987
87,"0 Kurt St, Sylmar, CA 91342",9.11,4350000.0,acres lot,34.278,-118.3597
89,"42165 Big Bear Blvd, Big Bear Lake, CA 92315",4.49,4340000.0,acres lot,34.251,-116.88274
90,"Road 136, Pixley, CA 93256",174.29,4339821.0,acres lot,35.923,-119.2693
91,"1035 Parkford Dr, Redlands, CA 92374",3.41,4305717.0,acres lot,34.0428,-117.15717
92,"27255 Cottonwood Ave, Moreno Valley, CA 92555",34.25,4250000.0,acres lot,33.924,-117.186
93,"7 Monte Alegre Dr, Carpinteria, CA 93013",10.01,4250000.0,acres lot,34.418,-119.5294
94,"18218 Cal Club Rd, Buttonwillow, CA 93206",156.35,4200000.0,acres lot,35.495,-119.54207
95,"362 S Canyon View Dr, Los Angeles, CA 90049",0.28,4195000.0,acres lot,34.050,-118.4823
96,"Gamble Springs Canyon Rd, Tehachapi, CA 93561",40.0,87500.0,acres lot,35.1321,-118.44897
97,"24781 Deertrail Dr, Tehachapi, CA 93561",4.68,85000.0,acres lot,35.1792,-118.64805
98,"27833 Buckeye Canyon Rd, Keene, CA 93531",5.32,85000.0,acres lot,35.245,-118.6255
99,"23639-23639 Woodford Tehachapi Rd, Tehachapi, CA 93561",2.25,85000.0,acres lot,35.163,-118.4965
100,"23639-23639 Woodford Tehachapi Rd #102, Tehachapi, CA 93561",2.25,85000.0,acres lot,35.163,-118.4965
101,"1716 Brown St, Bakersfield, CA 93305",0.26,85000.0,acres lot,35.383,-118.9773
102,"27833 Buckeye Canyon Rd #1, Keene, CA 93531",5.32,85000.0,acres lot,35.245,-118.6255
103,"0 Gamble Springs Cannyon Rd, Tehachapi, CA 93561",40.0,85000.0,acres lot,35.1321,-118.44897
104,"24910 Paramount Dr, Tehachapi, CA 93561",3.84,80000.0,acres lot,35.181,-118.6358
105,"23821 El Rancho Dr, Tehachapi, CA 93561",2.63,80000.0,acres lot,35.163,-118.5813
106,"0 Quail Canyon Rd #130, Tehachapi, CA 93561",2.58,80000.0,acres lot,35.123,-118.2124
107,"24910 Paramount Dr #192, Tehachapi, CA 93561",3.84,80000.0,acres lot,35.181,-118.6358
108,"0 Maricopa Hwy, Maricopa, CA 93252",40.0,80000.0,acres lot,35.0584,-119.39871
109,"1 Bena Rd #90-06, Bakersfield, CA 93307",42.62,80000.0,acres lot,35.3258,-118.73910
110,"1 Bena Rd #60-02, Bakersfield, CA 93307",6.18,80000.0,acres lot,35.3258,-118.73910
111,"1 Bena Rd #60-03, Bakersfield, CA 93307",33.83,80000.0,acres lot,35.3258,-118.73910
112,"338 E St, Taft, CA 93268",0.03902662993572085,79950.0,sqft lot,35.133,-119.4688
113,"0 Pine Ridge Dr #81, Tehachapi, CA 93561",2.41,79900.0,acres lot,35.168,-118.4915
114,"8001 Prata St, Bakersfield, CA 93307",0.2,79900.0,sqft lot,35.330,-118.9130
115,"0 Cummings Valley Rd #57, Tehachapi, CA 93561",2.11,79000.0,acres lot,35.118,-118.5383
116,"19741 Kid Pl, Tehachapi, CA 93561",1.0,78888.0,acres lot,35.140,-118.4834
117,"23841 El Rancho Dr, Tehachapi, CA 93561",3.06,77777.0,acres lot,35.1634,-118.5818
118,"3230 Q St, Bakersfield, CA 93301",0.11999540863177227,77000.0,sqft lot,35.388,-119.0102
119,"0 Cherry Ln #A, Tehachapi, CA 93561",5.96,75000.0,acres lot,35.120,-118.4564
120,"0 Highway 119, Taft, CA 93268",0.83,75000.0,acres lot,35.1424,-119.45650
121,"21604 Golden Star Blvd #107, Tehachapi, CA 93561",0.16000918273645545,75000.0,sqft lot,35.132,-118.4898
122,"327 S Owens St, Bakersfield, CA 93307",0.21999540863177228,75000.0,sqft lot,35.360,-118.99052
123,"0 Oak Tree Estate Dr LOT 32, Caliente, CA 93518",20.0,75000.0,acres lot,35.4243,-118.53675
124,"0 Delfino Ln, Bakersfield, CA 93304",0.16999540863177226,75000.0,sqft lot,35.3488,-119.0367
125,"0 White Pine Dr, Tehachapi, CA 93561",1.35,74000.0,acres lot,35.15,-118.504
126,"100 Malabar Ter, Bodfish, CA 93205",3.4,70000.0,acres lot,35.585,-118.4918
128,"0 Woodford Tehachapi Rd #48, Tehachapi, CA 93561",2.25,70000.0,acres lot,35.18,-118.5199
129,"0 Costley Ave, Bakersfield, CA 93313",2.5,70000.0,acres lot,35.338,-119.1341
130,"28600 Ridgeview Ct #192, Tehachapi, CA 93561",11.21,70000.0,acres lot,35.152,-118.64301
131,"0 Vic Vac S W Corner Pinon Cyn #74, Tehachapi, CA 93561",2.28,70000.0,acres lot,35.1321,-118.44897
132,"0 Altorf #PN15, Tehachapi, CA 93561",18.76,70000.0,acres lot,35.1321,-118.44897
133,"0 Matterhorn Dr #8, Tehachapi, CA 93561",25.37,70000.0,acres lot,35.06,-118.5369
134,"Costley Avenue, Bakersfield, CA 93313",2.5,70000.0,acres lot,35.037,-119.0957
135,"0 Matterhorn Ln, Tehachapi, CA 93561",25.37,70000.0,acres lot,35.063,-118.5275
136,"0 Altorf, Tehachapi, CA 93561",18.76,70000.0,acres lot,35.1321,-118.44897
137,"0 Sage Ave, Tehachapi, CA 93561",2.51,70000.0,acres lot,35.165,-118.4854
138,"28600 Ridgeview Ct, Tehachapi, CA 93561",11.21,70000.0,acres lot,35.152,-118.64301
139,"Williams Rd, Caliente, CA 93518",28.0,70000.0,acres lot,35.413,-118.4892
140,"1331 Beale Ave, Bakersfield, CA 93305",0.12050045913682278,70000.0,sqft lot,35.382,-118.98729
141,"0 Jacks Hill Rd #38, Tehachapi, CA 93561",4.51,69900.0,acres lot,35.098,-118.6602
142,"0 Mountain View Dr, Tehachapi, CA 93561",2.57,69900.0,acres lot,35.172,-118.4926
143,"0 Jacks Hill Rd, Tehachapi, CA 93561",4.51,69900.0,acres lot,35.098,-118.6602
144,"Spring Ct, Bodfish, CA 93205",14.06,69850.0,acres lot,35.579,-118.460
145,"0 Longhorn Ln #22, Tehachapi, CA 93561",5.06,69000.0,acres lot,35.100,-118.6490
146,"19801 Dovetail Ct LOT 53, Tehachapi, CA 93561",4.77,69000.0,acres lot,35.1667,-118.4827
147,"0 Pine Ridge Dr #106, Tehachapi, CA 93561",2.25,68000.0,acres lot,35.168,-118.4915
148,"26540 Skyline Dr #78, Tehachapi, CA 93561",31.15,68000.0,acres lot,35.1414,-118.60314
149,"26540 Skyline Dr, Tehachapi, CA 93561",31.15,68000.0,acres lot,35.1414,-118.60314
150,"Piute Meadows Rd, Caliente, CA 93518",19.08,68000.0,acres lot,35.456,-118.535
151,"0 Pine Ridge Dr, Tehachapi, CA 93561",2.25,68000.0,acres lot,35.168,-118.4915
152,"29151 Woodview Ct, Tehachapi, CA 93561",1.0,65900.0,acres lot,35.194,-118.64693
153,"29151 Woodview Ct #380, Tehachapi, CA 93561",1.0,65900.0,acres lot,35.194,-118.64693
154,"129 E 8th St, Bakersfield, CA 93307",0.13999081726354454,65000.0,sqft lot,35.3641,-119.00078
155,"127 E 8th St, Bakersfield, CA 93307",0.12998163452708908,65000.0,sqft lot,35.364,-119.0009
156,"21613 Brook Dr, Tehachapi, CA 93561",0.33,65000.0,acres lot,35.132,-118.49
157,"29181 Fawn Way, Tehachapi, CA 93561",1.71,64000.0,acres lot,35.1683,-118.64956
158,"0 Alps Dr #128, Tehachapi, CA 93561",2.28,62000.0,acres lot,35.084,-118.5358
159,"26981 Oakflat Dr #117, Tehachapi, CA 93561",2.75,62000.0,acres lot,35.1611,-118.60992
160,"26981 Oakflat Dr, Tehachapi, CA 93561",2.75,62000.0,acres lot,35.1611,-118.60992
161,"19711 Luana Dr LOT 325, Tehachapi, CA 93561",0.32,62000.0,acres lot,35.140,-118.48193
162,"21517 Adam Dr, Tehachapi, CA 93561",0.49,60000.0,acres lot,35.136,-118.5125
163,"210 Roberts Ln, Bakersfield, CA 93308",0.13999081726354454,60000.0,sqft lot,35.408,-119.0245
164,"21517 Adam Dr #145, Tehachapi, CA 93561",0.49,60000.0,acres lot,35.136,-118.5125
165,"308 Jeffrey St, Bakersfield, CA 93305",0.1599862258953168,60000.0,sqft lot,35.394,-118.9934
166,"0 Toldi Ct #2 & 3, Tehachapi, CA 93561",10.0,60000.0,acres lot,35.1750,-118.35985
167,"0 Date St, Taft, CA 93268",2.61,60000.0,acres lot,35.155,-119.4606
168,"1429 Niles St, Bakersfield, CA 93305",0.12998163452708908,60000.0,sqft lot,35.378,-118.97911
169,"0 Sycamore Dr, Tehachapi, CA 93561",2.59,60000.0,acres lot,35.159,-118.4861
170,"0 Toldi Ct, Tehachapi, CA 93561",10.0,60000.0,acres lot,35.1750,-118.35985
171,"3618 Shellmacher Ave, Bakersfield, CA 93307",0.15362718089990818,60000.0,sqft lot,35.3216,-118.99171
172,"0 Fir Dr #59, Tehachapi, CA 93561",2.4,59900.0,acres lot,35.161,-118.4830
173,"23491 El Rancho Dr #454, Tehachapi, CA 93561",30.77,59900.0,acres lot,35.1621,-118.58572
174,"Bunduci, Tehachapi, CA 93561",0.64,59900.0,acres lot,35.1321,-118.44897
175,"0 Griffin St #6, Tehachapi, CA 93561",1.05,59900.0,acres lot,35.126,-118.4617
176,"180 Sequoia Ave #180, Tehachapi, CA 93561",2.95,59900.0,acres lot,35.17,-118.5014
177,"0 Vacant Saddleback Dr, Tehachapi, CA 93561",10.23,59900.0,acres lot,35.145,-118.63178
178,"180 Sequoia Ave, Tehachapi, CA 93561",2.95,59900.0,acres lot,35.17,-118.5014
179,"23491 El Rancho Dr, Tehachapi, CA 93561",30.77,59900.0,acres lot,35.1621,-118.58572
180,"0 Peregrine Pl, Tehachapi, CA 93561",2.35,59500.0,acres lot,35.106,-118.65103
181,"0 Badger Ct, Tehachapi, CA 93561",1.21,59000.0,acres lot,35.098,-118.6690
182,"0 Badger Ct #11, Tehachapi, CA 93561",1.21,59000.0,acres lot,35.098,-118.6690
183,"0 Comanche Pl #5, Tehachapi, CA 93561",6.14,39500.0,acres lot,35.106,-118.6721
184,"0 Comanche Pl, Tehachapi, CA 93561",6.14,39500.0,acres lot,35.106,-118.6721
185,"30310 Rollingoak Dr, Tehachapi, CA 93561",1.98,39000.0,acres lot,35.1741,-118.6708
186,"30310 Rollingoak Dr #277, Tehachapi, CA 93561",1.98,39000.0,acres lot,35.1741,-118.6708
187,"0 Skyline Dr #247, Tehachapi, CA 93561",3.09,39000.0,acres lot,35.1401,-118.6308
188,"0 Dovetail Ct, Tehachapi, CA 93561",2.6,39000.0,acres lot,35.167,-118.4809
189,"0 Oakflat Dr #102, Tehachapi, CA 93561",3.65,38500.0,acres lot,35.1601,-118.606892
190,"0 Oakflat Dr, Tehachapi, CA 93561",3.65,38500.0,acres lot,35.1601,-118.606892
191,"24740 Keene Ct, Tehachapi, CA 93561",1.06,38000.0,acres lot,35.1787,-118.5922
192,"23961 El Rancho Dr, Tehachapi, CA 93561",20.19,38000.0,acres lot,35.1668,-118.5844
193,"24740 Keene Ct #377, Tehachapi, CA 93561",1.06,38000.0,acres lot,35.1787,-118.5922
194,"0 Skyline Dr #256, Tehachapi, CA 93561",1.57,36000.0,acres lot,35.1401,-118.6308
195,"22351 Amberwood Ct, Tehachapi, CA 93561",6.75,35000.0,acres lot,35.144,-118.6482
196,"0 Jacks Hill & Horsethief, Tehachapi, CA 93561",0.96,35000.0,acres lot,35.1321,-118.44897
197,"0 Jacks Hill & Horsethief #17, Tehachapi, CA 93561",0.96,35000.0,acres lot,35.1319,-118.44657
198,"22351 Amberwood Ct #247, Tehachapi, CA 93561",6.75,35000.0,acres lot,35.144,-118.6482
199,"25750 Wilderness Way, Tehachapi, CA 93561",2.47,34500.0,acres lot,35.191,-118.61750
200,"25750 Wilderness Way #709, Tehachapi, CA 93561",2.47,34500.0,acres lot,35.191,-118.61750
201,"25170 Paramount Dr, Tehachapi, CA 93561",4.11,32450.0,acres lot,35.186,-118.63026
202,"0 Deertrail Dr, Tehachapi, CA 93561",3.13,32000.0,acres lot,35.194,-118.68774
203,"20125 Sears Dr #189, Tehachapi, CA 93561",0.23999081726354454,31990.0,sqft lot,35.152,-118.4888
204,"20125 Sears Dr, Tehachapi, CA 93561",0.23999081726354454,31990.0,sqft lot,35.152,-118.4888
205,"24780 Diamond Ct, Tehachapi, CA 93561",1.19,30000.0,acres lot,35.1793,-118.58721
206,"0 Reeves Century Oaks, Tehachapi, CA 93561",0.95,30000.0,acres lot,35.1321,-118.44897
207,"0 Reeves Century Oaks #SUB-37, Tehachapi, CA 93561",0.95,30000.0,acres lot,35.135,-118.4744
208,"24780 Diamond Ct #403, Tehachapi, CA 93561",1.19,30000.0,acres lot,35.1793,-118.58721
209,"0 Dworken Rd #47, Caliente, CA 93518",2.51,30000.0,acres lot,35.414,-118.4986
210,"0 Jacob Rd, Caliente, CA 93518",2.5,30000.0,acres lot,35.416,-118.48669
211,"21809 Quail Springs Rd LOT 74, Tehachapi, CA 93561",0.46,30000.0,acres lot,35.152,-118.5147
212,"2005 Freeman Dr, Pine Mountain Club, CA 93222",0.53,19900.0,acres lot,34.84,-119.1657
213,"LOT 239 Harrowhead Trl, Santa Margarita, CA 93453",3.21,19900.0,acres lot,35.3899,-120.60905
214,"0 Kern St, Maricopa, CA 93252",0.059986225895316804,19900.0,sqft lot,35.060,-119.40060
215,"0 Cedarwood Dr, Pine Mountain Club, CA 93222",0.31,18000.0,acres lot,34.8469,-119.15775
216,"2123 Symonds Dr, Pine Mountain Club, CA 93222",0.28,18000.0,acres lot,34.8457,-119.17086
217,"1305 Zermatt Ct, Pine Mountain Club, CA 93222",0.36,17500.0,acres lot,34.833,-119.1508
218,"2417 Cedarwood Dr, Pine Mountain Club, CA 93222",0.34,15000.0,acres lot,34.849,-119.1731
219,"2120 Saint Anton Dr, Pine Mountain Club, CA 93222",0.53,14900.0,acres lot,34.846,-119.1593
220,"0 Hull Rd, Taft, CA 93268",5.0,12500.0,acres lot,35.1953,-119.3831
221,"Hull Road & Ricardo St, Maricopa, CA 93252",5.0,12500.0,acres lot,35.0588,-119.40095
222,"0 Boca Trl, Santa Margarita, CA 93453",2.5,12000.0,acres lot,35.2821,-119.88951
223,"0 No St, Taft, CA 93268",0.26,5000.0,acres lot,35.1396,-119.45188
224,"Wheeler Ridge Access Rd, Bakersfield, CA 93313",1.0,3775.0,acres lot,35.050,-119.0092
225,"2446 Innsbruck Ct, Pine Mountain Club, CA 93222",0.4,34900.0,acres lot,34.8505,-119.15749
226,"2413 Ironwood Dr, Pine Mountain Club, CA 93222",0.61,33500.0,acres lot,34.,-119.1756
227,"2016 Pinewood Ct, Pine Mountain Club, CA 93222",0.7,29695.0,acres lot,34.844,-119.1709
228,"2216 Woodland Dr, Pine Mountain Club, CA 93222",0.28,29695.0,acres lot,34.84,-119.1553
229,"2434 Innsbruck Ct, Frazier Park, CA 93222",0.44,27695.0,acres lot,34.85,-119.1577
230,"1812 Matterhorn Dr, Pine Mountain Club, CA 93222",0.25,27500.0,acres lot,34.840,-119.1599
231,"14909 Geneva Ct, Pine Mountain Club, CA 93222",0.37,26695.0,acres lot,34.8520,-119.1426
232,"1313 Bernina Dr, Pine Mountain Club, CA 93222",0.71,25695.0,acres lot,34.833,-119.1639
233,"1912 Symonds Dr, Frazier Park, CA 93225",0.5,25000.0,acres lot,34.84,-119.097
234,"15116 Chestnut Ct, Pine Mountain Club, CA 93222",0.53,25000.0,acres lot,34.836,-119.145
235,"0 Alice St, Maricopa, CA 93252",0.12998163452708908,25000.0,sqft lot,35.0,-119.4072
236,"1316 Zermatt Ct, Pine Mountain Club, CA 93222",0.31,25000.0,acres lot,34.83,-119.1512
237,"1309 Zermatt Ct, Pine Mountain Club, CA 93222",0.63,25000.0,acres lot,34.833,-119.151
238,"15720 Mil Potrero Hwy, Frazier Park, CA 93222",0.46,24695.0,acres lot,34.852,-119.156
239,"2448 Innsbruck Ct, Pine Mountain Club, CA 93222",0.62,24695.0,acres lot,34.8505,-119.15755
240,"2506 Woodland Dr, Pine Mountain Club, CA 93222",0.26,24695.0,acres lot,34.8509,-119.16081
241,"2024 Woodland Dr, Frazier Park, CA 93225",0.33,24695.0,acres lot,34.817,-119.0215
242,"2120 Woodland Dr, Frazier Park, CA 93225",0.6,24695.0,acres lot,34.817,-119.0215
243,"1420 Linden Dr, Pine Mountain Club, CA 93222",0.25,24000.0,acres lot,34.839,-119.144
244,"15532 San Moritz Dr, Frazier Park, CA 93222",0.5,23695.0,acres lot,34.851,-119.153
245,"2116 Saint Anton Dr, Pine Mountain Club, CA 93222",0.52,23695.0,acres lot,34.846,-119.158
246,"1525 Banff Dr, Pine Mountain Club, CA 93222",0.41,23695.0,acres lot,34.837,-119.1658
247,"15328 San Moritz Dr, Pine Mountain Club, CA 93222",0.52,23695.0,acres lot,34.8519,-119.15059
248,"1507 Lassen Way, Pine Mountain Club, CA 93222",0.49,23000.0,acres lot,34.836,-119.1582
249,"2516 Woodland Dr, Frazier Park, CA 93222",0.2486455463728191,22695.0,sqft lot,34.851,-119.1602
250,"15500 San Moritz Dr, Frazier Park, CA 93222",0.5,22695.0,acres lot,34.851,-119.1518
251,"1921 Saint Anton Dr, Pine Mountain Club, CA 93222",0.68,22695.0,acres lot,34.843,-119.1591
252,"1605 Banff Dr, Pine Mountain Club, CA 93222",0.36,22695.0,acres lot,34.837,-119.165
253,"1609 Banff Dr, Pine Mountain Club, CA 93222",0.42,22695.0,acres lot,34.83,-119.1657
254,"2508 Woodland Dr, Pine Mountain Club, CA 93222",0.26,22695.0,acres lot,34.8509,-119.16081
255,"2212 Woodland Dr, Frazier Park, CA 93225",0.3,22695.0,acres lot,34.8227,-118.94482
256,"2101 Saint Bernard Dr, Frazier Park, CA 93225",0.34,22695.0,acres lot,34.8227,-118.94482
257,"0 Geneva Ct, Pine Mountain Club, CA 93222",0.35,22500.0,acres lot,34.8469,-119.15775
258,"1916 Zermatt Dr, Pine Mountain Club, CA 93222",0.34,21695.0,acres lot,34.842,-119.1554
259,"1804 Matterhorn Dr, Pine Mountain Club, CA 93222",0.34,21695.0,acres lot,34.84,-119.1596
260,"1410 Zermatt Dr, Pine Mountain Club, CA 93222",0.36,21695.0,acres lot,34.836,-119.1513
261,"1750 Tepusquet Rd, Santa Maria, CA 93454",100.0,400000.0,acres lot,34.953,-120.1996
262,"3651 Willow St, Santa Ynez, CA 93460",0.3,400000.0,acres lot,34.618,-120.0784
263,"0 Tepusquet Rd, Santa Maria, CA 93455",40.0,370000.0,acres lot,34.904,-120.4249
264,"0 Wasioja Rd, New Cuyama, CA 93254",40.0,320000.0,acres lot,34.943,-119.8107
265,"1555 Highway 33, Taft, CA 93268",3.55,300000.0,acres lot,35.1509,-119.47835
266,"3650 Highway 33, Maricopa, CA 93252",20.0,295000.0,acres lot,34.843,-119.4774
267,"Tepusquet, Santa Maria, CA 93454",58.91,189900.0,acres lot,34.866,-120.2912
