,Unnamed: 0,Address,Lot_Size,Price,Unit,State,Country,latitude,longitude,lat,long
708,713,"USA,California,0 Address, Edwards, CA 93523",1.25,150000.0,acres lot,California,USA,34.926,-117.93506,34.9236438,-117.93744
709,714,"USA,California,2312 River Blvd, Bakersfield, CA 93305",0.1099862258953168,150000.0,sqft lot,California,USA,35.394,-118.98546,35.3939686,-118.9856
710,715,"USA,California,0 Favorito Ave #0, Rosamond, CA 93560",40.37,150000.0,acres lot,California,USA,34.899,-118.1978,34.9000955,-118.192923
711,716,"USA,California,E Avenue J #53, Lancaster, CA 93535",9.84,150000.0,acres lot,California,USA,34.6858,-118.12273,34.6899582,-118.042151
712,717,"USA,California,0 Vic Ave N #Q, Palmdale, CA 93591",2.5,150000.0,acres lot,California,USA,34.629,-117.8065,34.5871461,-117.8463026
713,718,"USA,California,Vic Lakeview Drive Tierra, Palmdale, CA 93551",1.26,150000.0,acres lot,California,USA,34.5574,-118.1434,34.542256,-118.138041
714,719,"USA,California,27615305 Commerical Vacant Ln, Bakersfield, CA 93301",0.2373048668503214,150000.0,sqft lot,California,USA,35.394,-119.00742,35.3873576,-119.0168962
715,720,"USA,California,Backus Road & Frontage Rd, Rosamond, CA 93560",3.04,150000.0,acres lot,California,USA,34.8641,-118.1634,34.9519469,-118.1580045
716,721,"USA,California,0 Vac Avenue N8 Vic 235 Ste, Palmdale, CA 93591",20.31,150000.0,acres lot,California,USA,34.62,-117.9974,34.5630287,-117.7114066
717,722,"USA,California,0 Chuchupate Trl, Frazier Park, CA 93225",5.15,150000.0,acres lot,California,USA,34.8227,-118.94482,34.762571,-119.070433
718,723,"USA,California,0 Vac Avenue D Vic 35 Stw, Lancaster, CA 93536",10.01,150000.0,acres lot,California,USA,34.6761,-118.20558,34.6666841,-118.1923838
719,724,"USA,California,8th Street East & Ave #J11, Lancaster, CA 93535",1.25,150000.0,acres lot,California,USA,34.6873,-118.10118,34.684016,-118.114768
720,725,"USA,California,0 Vac Avenue G 10 Stw, Lancaster, CA 93536",2.22,150000.0,acres lot,California,USA,34.6761,-118.20558,34.7333505,-118.1485731
721,726,"USA,California,0 Hart St, Bakersfield, CA 93308",1.57,150000.0,acres lot,California,USA,35.4181,-119.03624,35.4070379,-119.018782
722,727,"USA,California,11000 Vac 110 Ste Drt Vic Ave #M1, Palmdale, CA 93591",39.69,150000.0,acres lot,California,USA,34.625,-117.7271,34.5794343,-118.1164613
723,728,"USA,California,0 Highway 138 W #AT, Lancaster, CA 93536",53.0,150000.0,acres lot,California,USA,34.6761,-118.20558,34.2506933,-117.3027894
724,729,"USA,California,0 Vac Vic Lakeview Drive Tierra Sub, Palmdale, CA 93551",1.26,150000.0,acres lot,California,USA,34.542,-118.1384,34.542249,-118.1413765
725,730,"USA,California,0 Backus Rd, Rosamond, CA 93560",3.04,150000.0,acres lot,California,USA,34.8641,-118.1634,34.9509624,-118.2563284
726,731,"USA,California,2314 River Blvd, Bakersfield, CA 93305",0.1099862258953168,150000.0,sqft lot,California,USA,35.3941,-118.98546,35.3941609,-118.985469
727,732,"USA,California,3601 Sierra Hwy, Rosamond, CA 93560",4.7,145000.0,acres lot,California,USA,34.872,-118.1658,34.8724963,-118.1652148
728,733,"USA,California,0 Hart Creek Dr #55, Tehachapi, CA 93561",4.94,145000.0,acres lot,California,USA,35.237,-118.597,35.2355551,-118.5984685
729,734,"USA,California,49833 280th St W, Lancaster, CA 93536",2.5,145000.0,acres lot,California,USA,34.7871,-118.62557,34.7860445,-118.6255631
730,735,"USA,California,28216 Benjie Way, Lancaster, CA 93536",2.5,145000.0,acres lot,California,USA,34.7854,-118.63004,34.785045,-118.6304082
731,736,"USA,California,Vic Avec8 Sw Stw #185, Lancaster, CA 93536",35.44,145000.0,acres lot,California,USA,34.759,-118.45,34.6867846,-118.1541632
732,737,"USA,California,0 Division St, Lancaster, CA 93535",9.45,145000.0,acres lot,California,USA,34.736,-118.1309,34.7190926,-118.1306415
733,738,"USA,California,0 Hart Creek Dr, Tehachapi, CA 93561",4.94,145000.0,acres lot,California,USA,35.1321,-118.44897,35.2355551,-118.5984685
734,739,"USA,California,0 Kern #7, Edwards, CA 93523",160.0,144000.0,acres lot,California,USA,34.926,-117.93506,34.9236438,-117.93744
735,740,"USA,California,67th St W #L-12, Lancaster, CA 93536",0.35,142500.0,acres lot,California,USA,34.6761,-118.20558,34.7032064,-118.2499186
736,741,"USA,California,Mojave Tropico Silver Queen, Mojave, CA 93501",29.85,140000.0,acres lot,California,USA,35.052,-118.17396,34.9907871,-118.205684
737,742,"USA,California,0 Barranca St PARCEL 3793, Bakersfield, CA 93308",3.25,140000.0,acres lot,California,USA,35.443,-118.8843,35.4415024,-118.8836797
738,743,"USA,California,0 Apn #458-180-02, Tehachapi, CA 93561",20.04,140000.0,acres lot,California,USA,35.1302,-118.44762,35.1321877,-118.4489739
739,744,"USA,California,0 Vac Vic #250, Lancaster, CA 93535",0.0032598714416896,140000.0,sqft lot,California,USA,34.696,-118.332,34.7311394,-117.8780275
740,745,"USA,California,Vic Of 250th Street E & Ave, Lancaster, CA 93535",142.13,140000.0,acres lot,California,USA,34.6873,-118.10118,34.7015282,-117.6857459
741,746,"USA,California,45 20th St E, Lancaster, CA 93535",9.7,140000.0,acres lot,California,USA,34.6873,-118.10118,34.7042741,-118.0948187
742,747,"USA,California,Saddle Springs Rd, Bodfish, CA 93205",175.07,140000.0,acres lot,California,USA,35.526,-118.42801,35.552758,-118.47721
743,748,"USA,California,Underwood Ave, California City, CA 93505",0.91,140000.0,acres lot,California,USA,35.113,-117.942,35.108589,-117.976732
744,749,"USA,California,222 266th St W, Rosamond, CA 93560",2.52,140000.0,acres lot,California,USA,34.821,-118.6006,34.8641446,-118.1634075
745,750,"USA,California,0 Avenue J8/vic Challenger Way, Lancaster, CA 93535",0.96,139999.0,acres lot,California,USA,34.6873,-118.10118,34.7004681,-118.1127011
746,751,"USA,California,9500 Vac Corner Ave, Lancaster, CA 93536",9.26,139900.0,acres lot,California,USA,34.609,-118.1794,34.6867846,-118.1541632
747,752,"USA,California,Corner Ave #K, Lancaster, CA 93536",9.26,139900.0,acres lot,California,USA,34.6761,-118.20558,34.6748241,-118.2307433
748,753,"USA,California,14 Vac Ave, Palmdale, CA 93551",1.25,139888.0,acres lot,California,USA,34.608,-118.1668,34.5862989,-118.1337825
749,754,"USA,California,57th Street East & Ave #J, Lancaster, CA 93535",18.57,139275.0,acres lot,California,USA,34.6873,-118.10118,34.6893226,-118.2322637
750,755,"USA,California,0 Fruitvale Ave, Bakersfield, CA 93308",0.38,139000.0,acres lot,California,USA,35.392,-119.0706,35.4041198,-119.0745064
751,756,"USA,California,12712 Molokai Dr, Bakersfield, CA 93312",0.2,139000.0,sqft lot,California,USA,35.408,-119.1439,35.408664,-119.14391
752,757,"USA,California,37th Street West And Ave #H12, Lancaster, CA 93536",2.59,138000.0,acres lot,California,USA,42.9005,-78.66999,34.671192,-118.197403
753,758,"USA,California,0 E 17th St, Palmdale, CA 93550",1.26,138000.0,acres lot,California,USA,34.5793,-118.11711,34.3579404,-118.0654445
754,759,"USA,California,0 Jeffrey St, Bakersfield, CA 93305",0.1899908172635445,135000.0,sqft lot,California,USA,35.3955,-119.00297,35.3944219,-118.9908086
755,760,"USA,California,0 Oregon St, Bakersfield, CA 93306",0.57,135000.0,acres lot,California,USA,35.3848,-119.00279,35.3777202,-118.9497839
756,761,"USA,California,0 Vac 70 Ste Vic Ave #I, Lancaster, CA 93535",20.23,130000.0,acres lot,California,USA,34.75,-117.9781,34.7142496,-118.1621392
757,762,"USA,California,Corner Ave #U, Littlerock, CA 93543",6.46,130000.0,acres lot,California,USA,34.5211,-117.98367,34.5283456,-117.981519
758,763,"USA,California,0 Chaparral Ave, Taft, CA 93268",2.0,130000.0,acres lot,California,USA,35.21,-119.3808,35.1424671,-119.4565078
759,764,"USA,California,N Downs St, Ridgecrest, CA 93555",1.3,130000.0,acres lot,California,USA,35.635,-117.688,35.6371707,-117.6877124
760,765,"USA,California,40982 173rd St E, Lancaster, CA 93535",0.67,129900.0,acres lot,California,USA,34.627,-117.821,34.6271434,-117.8210375
761,766,"USA,California,151 H St, Bakersfield, CA 93304",0.179981634527089,129900.0,sqft lot,California,USA,35.356,-119.0216,35.356113,-119.021602
762,767,"USA,California,25 E Avenue L4, Palmdale, CA 93552",2.55,129000.0,acres lot,California,USA,34.656,-117.9152,34.6570304,-117.9963118
763,768,"USA,California,E Avenue L4, Palmdale, CA 93552",2.55,129000.0,acres lot,California,USA,34.656,-117.9152,34.6570304,-117.9963118
764,769,"USA,California,0 Vac Cor #150, Lancaster, CA 93536",33.95,129000.0,acres lot,California,USA,34.742,-117.7048,34.6867846,-118.1541632
765,770,"USA,California,Brooks Rd, Weldon, CA 93283",20.0,129000.0,acres lot,California,USA,35.635,-118.3386,35.6370175,-118.3392978
766,771,"USA,California,0 Vac 110 Ste Vic Ave E #14, Lancaster, CA 93535",19.88,127800.0,acres lot,California,USA,34.812,-117.7697,34.7492869,-118.271215
767,772,"USA,California,20730 E Avenue Q10, Palmdale, CA 93591",5.1,125000.0,acres lot,California,USA,34.5785,-117.76894,34.5789188,-117.769108
768,773,"USA,California,0 W L13, Lancaster, CA 93536",0.2369605142332415,125000.0,sqft lot,California,USA,34.648,-118.2138,34.6867846,-118.1541632
769,774,"USA,California,L13 And 50th, Lancaster, CA 93536",0.2399908172635445,125000.0,sqft lot,California,USA,34.6996,-118.13547,34.7004254,-118.2191764
770,775,"USA,California,0 Jack Springs Rd #14, Tehachapi, CA 93561",33.0,125000.0,acres lot,California,USA,35.113,-118.66,35.1104315,-118.6682187
771,776,"USA,California,76 Vac Corner Carbine Canyon 76th Sta, Palmdale, CA 93551",4.72,125000.0,acres lot,California,USA,34.608,-118.1668,34.6342487,-117.9940498
772,777,"USA,California,0 Apn #3307-012-0, Lancaster, CA 93535",20.0,125000.0,acres lot,California,USA,34.6873,-118.10118,34.7311394,-117.8780275
773,778,"USA,California,Vic Avenue Guyon Ave #S6, Palmdale, CA 93551",2.47,125000.0,acres lot,California,USA,34.553,-118.1429,34.5569794,-118.1357138
774,779,"USA,California,62nd West On Ave #G, Lancaster, CA 93536",7.18,125000.0,acres lot,California,USA,44.5448,-76.27611,34.6753482,-118.2408813
775,780,"USA,California,0 Jacks Ct #89, Tehachapi, CA 93561",13.29,125000.0,acres lot,California,USA,42.983,-70.9579,35.1321877,-118.4489739
776,781,"USA,California,0 K St #15 & 16, Mojave, CA 93501",0.1699954086317722,125000.0,sqft lot,California,USA,34.994,-118.166,35.0538715,-118.1727153
777,782,"USA,California,East Ave #L, Lancaster, CA 93535",2.16,125000.0,acres lot,California,USA,34.64957,-118.128879,34.6534058,-117.6932338
778,783,"USA,California,45 Vac Avenue H4 Vic 45th Stw, Lancaster, CA 93536",2.56,125000.0,acres lot,California,USA,34.712,-118.3785,34.6894154,-118.2103131
779,784,"USA,California,W East St, Tehachapi, CA 93561",0.43,125000.0,acres lot,California,USA,35.13,-118.4525,35.1307328,-118.4536464
780,785,"USA,California,0 W East St, Tehachapi, CA 93561",0.43,125000.0,acres lot,California,USA,35.1301,-118.44924,35.1307328,-118.4536464
781,786,"USA,California,0 Vac Corner Ave #D/110, Lancaster, CA 93536",9.23,125000.0,acres lot,California,USA,34.609,-118.1738,34.776578,-117.93655
782,787,"USA,California,0 Vac 30th Stw Vic Ave #F2, Lancaster, CA 93536",2.15,125000.0,acres lot,California,USA,34.756,-118.161,34.7142496,-118.1621392
783,788,"USA,California,0 Vac 152nd Ste Vic Ave #Q1, Lancaster, CA 93535",0.94,125000.0,acres lot,California,USA,34.665,-117.6922,34.7142496,-118.1621392
784,790,"USA,California,911 W Manchester Ave, Los Angeles, CA 90044",0.37,3000000.0,acres lot,California,USA,33.959,-118.4088,33.9605729,-118.2896912
785,791,"USA,California,8678 30th, San Dimas, CA 91773",79.24,3000000.0,acres lot,California,USA,34.1066,-117.80672,34.1009953,-117.8194197
786,792,"USA,California,17900 Nandina Ave, Riverside, CA 92504",30.0,3000000.0,acres lot,California,USA,33.8652,-117.35227,33.8652868,-117.3511769
787,793,"USA,California,0 Vac Corner 47th Ste Ave #T8, Palmdale, CA 93552",56.49,3000000.0,acres lot,California,USA,34.659,-118.085,34.5349154,-117.8023081
788,794,"USA,California,0 Vac Corner Pbhwy 47th Est, Palmdale, CA 93552",16.55,3000000.0,acres lot,California,USA,47.0692,-68.10586,34.5452759,-118.0452529
789,795,"USA,California,24731 2nd St, Hayward, CA 94541",3.8,3000000.0,acres lot,California,USA,37.6685,-122.06362,37.6675108,-122.0645946
790,796,"USA,California,0 Wilder Ridge Rd, Honeydew, CA 95545",696.0,3000000.0,acres lot,California,USA,40.226,-124.0873,40.2363403,-124.1189792
791,797,"USA,California,4600 Estelle Vineyard Dr, Santa Ynez, CA 93460",48.24,3000000.0,acres lot,California,USA,34.646,-120.043,34.6468288,-120.0402266
792,798,"USA,California,4550 Estelle Vineyard Dr, Santa Ynez, CA 93460",55.0,3000000.0,acres lot,California,USA,34.651,-120.0413,34.6144313,-120.079868
793,799,"USA,California,0 Grande Vista Dr, San Bernardino, CA 92405",10.23,3000000.0,acres lot,California,USA,34.1347,-117.29249,34.1501074,-117.3111911
794,800,"USA,California,18 & 19 Mihalyo Rd, Desert Hot Springs, CA 92240",10.0,3000000.0,acres lot,California,USA,33.888,-116.5033,33.8846213,-116.5022752
795,801,"USA,California,0 Everding Mtwy, Topanga, CA 90290",119.0,3000000.0,acres lot,California,USA,34.068,-118.6023,34.0656983,-118.6008809
796,802,"USA,California,0 Galaxy Dr, Vista, CA 92083",4.27,3000000.0,acres lot,California,USA,33.2,-117.24253,33.2036417,-117.2714
797,803,"USA,California,0 Chula Vista Dr, San Rafael, CA 94901",2.0,3000000.0,acres lot,California,USA,37.9837,-122.53103,37.9863378,-122.5314339
798,804,"USA,California,0 Fambrough St, Newhall, CA 91321",44.55,3000000.0,acres lot,California,USA,34.3798,-118.52919,34.3676642,-118.5503415
799,806,"USA,California,0 Soulsbyville Rd, Soulsbyville, CA 95372",116.0,3000000.0,acres lot,California,USA,37.979,-120.27118,37.980247,-120.268395
800,807,"USA,California,0 National Trails Hwy, Barstow, CA 92311",1145.0,3000000.0,acres lot,California,USA,34.8987,-117.02719,34.8966957,-117.0371957
801,808,"USA,California,0 Pineview Rd, Canyon Country, CA 91387",38.93,3000000.0,acres lot,California,USA,34.4151,-118.44902,34.3865179,-118.420418
802,809,"USA,California,2639 Via Alicia, Fallbrook, CA 92028",34.07,3000000.0,acres lot,California,USA,33.329,-117.1999,33.3297825,-117.199973
803,810,"USA,California,4418 My Place Rd, Needles, CA 92363",4.28,3000000.0,acres lot,California,USA,34.903,-114.63384,34.9031443,-114.6347604
804,811,"USA,California,5385 Righetti Rd, San Luis Obispo, CA 93401",110.0,3000000.0,acres lot,California,USA,35.233,-120.5866,35.2372662,-120.5907593
805,812,"USA,California,1722 Sunset Plaza Dr, Los Angeles, CA 90069",0.1182966023875114,3000000.0,sqft lot,California,USA,34.0889,-118.3749,34.10195119999999,-118.3802137
806,813,"USA,California,314 Cecchi Ct, Atwater, CA 95301",0.2386822773186409,3000000.0,sqft lot,California,USA,37.3731,-120.597,37.373159,-120.597602
807,815,"USA,California,1415 Anaheim St, Harbor City, CA 90710",0.44,2999999.0,acres lot,California,USA,33.784,-118.3017,33.784654,-118.3015079
808,816,"USA,California,17055 Verbena Rd, Adelanto, CA 92301",2.28,2999999.0,acres lot,California,USA,34.5787,-117.42688,34.5599091,-117.4272298
809,817,"USA,California,1547 Sunset Plaza Dr, Los Angeles, CA 90069",0.1679981634527089,2999000.0,sqft lot,California,USA,34.102,-118.3841,34.099159,-118.38101
810,818,"USA,California,SW Corner Magnolia St #2, Half Moon Bay, CA 94019",0.81,3200000.0,acres lot,California,USA,37.4635,-122.42858,37.4542587,-122.4342293
811,819,"USA,California,3301 Old River Rd, Ukiah, CA 95482",116.0,3200000.0,acres lot,California,USA,39.1295,-123.1758,39.116062,-123.156468
812,820,"USA,California,3480 Main St #10, Mammoth Lakes, CA 93546",2.07,3200000.0,acres lot,California,USA,37.645,-118.9584,37.6492637,-118.9735448
813,821,"USA,California,0 Fair St, Chico, CA 95928",22.0,3200000.0,acres lot,California,USA,39.7284,-121.83747,39.7142989,-121.8126499
814,822,"USA,California,0 Rockwood 125/125a Moorhead 195a/196, Brawley, CA 92227",320.0,3200000.0,acres lot,California,USA,33.0489,-115.51276,32.9786566,-115.530267
815,823,"USA,California,0 Artesian Rd #0, San Diego, CA 92127",25.17,3200000.0,acres lot,California,USA,33.01,-117.1565,33.0181677,-117.1545464
816,824,"USA,California,679 W Brannan Island Rd, Isleton, CA 95641",349.12,3200000.0,acres lot,California,USA,38.107,-121.59777,38.1036961,-121.5909063
817,825,"USA,California,0 Lenwood Rd, Barstow, CA 92311",26.12,3200000.0,acres lot,California,USA,34.8697,-117.05615,34.8671085,-117.1016354
818,826,"USA,California,0 Sanderson Ave, San Jacinto, CA 92582",13.26,3200000.0,acres lot,California,USA,33.7869,-116.99271,33.7800439,-117.0067193
819,827,"USA,California,0 Artesian Rd, San Diego, CA 92127",25.17,3200000.0,acres lot,California,USA,33.0183,-117.10563,33.0181677,-117.1545464
820,828,"USA,California,3430 Gaddy Ln, Kelseyville, CA 95451",20.0,3200000.0,acres lot,California,USA,39.0046,-122.82661,39.004791,-122.826578
821,829,"USA,California,18220 Via De Fortuna, Rancho Santa Fe, CA 92091",2.89,3200000.0,acres lot,California,USA,33.0427,-117.2108,33.042827,-117.209565
822,830,"USA,California,0 N Mitchell Rd, Ceres, CA 95307",3.59,3199999.0,acres lot,California,USA,37.5,-120.94043,37.589888,-120.938781
823,831,"USA,California,0 Mitchell Rd, Ceres, CA 95307",3.59,3199999.0,acres lot,California,USA,37.612,-120.9391,37.589888,-120.938781
824,832,"USA,California,19401 Mesa Dr, Villa Park, CA 92861",2.02,3199000.0,acres lot,California,USA,33.826,-117.7946,33.8264168,-117.7947576
825,833,"USA,California,8107 Fallen Leaf Way, Truckee, CA 96161",1.95,3195000.0,acres lot,California,USA,39.31,-120.1743,39.2761341,-120.1606256
826,834,"USA,California,4131 Peck Rd, El Monte, CA 91732",0.58,3180000.0,acres lot,California,USA,34.079,-118.0205,34.0796972,-118.0202113
827,835,"USA,California,12501 Gilbert St, Garden Grove, CA 92841",0.92,3175000.0,acres lot,California,USA,33.7809,-117.96763,33.7809722,-117.9675739
828,836,"USA,California,0 Coachillin Way, Desert Hot Springs, CA 92240",6.59,3156000.0,acres lot,California,USA,33.9611,-116.50167,33.9116668,-116.5426177
829,837,"USA,California,6225 W Dry Creek Rd, Healdsburg, CA 95448",10.5,3150000.0,acres lot,California,USA,38.671,-122.9487,38.671567,-122.948604
830,838,"USA,California,26332 Jerusalem Grade Rd, Middletown, CA 95461",2150.0,3150000.0,acres lot,California,USA,38.772,-122.4163,38.8258695,-122.434691
831,839,"USA,California,25970 Powell Ranch Rd, Sonora, CA 95370",830.0,3150000.0,acres lot,California,USA,37.8839,-120.30221,37.8836757,-120.3045909
832,840,"USA,California,27454 Road 100, Visalia, CA 93277",39.35,3148000.0,acres lot,California,USA,36.288,-119.3489,36.2883561,-119.3488662
833,841,"USA,California,12389 S Monroe Ave, Los Banos, CA 93635",112.0,3136000.0,acres lot,California,USA,37.052,-120.8479,37.1085154,-120.8814212
834,842,"USA,California,25721 Road 24, Chowchilla, CA 93610",133.65,3133000.0,acres lot,California,USA,37.1238,-120.1064,37.1251336,-120.1101631
835,843,"USA,California,1418 Tubbs Ln, Calistoga, CA 94515",25.0,3125000.0,acres lot,California,USA,38.6022,-122.59749,38.6026603,-122.5972316
836,844,"USA,California,1005 E Rosecrans Ave, Compton, CA 90221",0.76,3115000.0,acres lot,California,USA,33.903,-118.2123,33.9034462,-118.2182386
837,845,"USA,California,0 S Orchard Way, El Nido, CA 95317",122.46,3111000.0,acres lot,California,USA,37.134,-120.4731,37.134709,-120.47347
838,846,"USA,California,30201 Apricot Ave, Nuevo, CA 92567",58.0,3100000.0,acres lot,California,USA,33.807,-117.1356,33.8073493,-117.1355979
839,847,"USA,California,13221 Cole Ln, Santa Ana, CA 92705",3.17,3400000.0,acres lot,California,USA,33.0,-117.8,33.7699775,-117.7967648
840,848,"USA,California,0 Summit Rd, Los Gatos, CA 95033",80.0,3399000.0,acres lot,California,USA,37.1937,-122.018721,37.1413422,-121.9719192
841,849,"USA,California,25112 3rd St, San Bernardino, CA 92410",1.82,3397680.0,acres lot,California,USA,34.105,-117.2568,34.105764,-117.256797
842,850,"USA,California,1240 Monticello Rd, Lafayette, CA 94549",15.52,3395000.0,acres lot,California,USA,37.9032,-122.12468,37.9022042,-122.1246375
843,851,"USA,California,15303 Henry Miller Ave, Dos Palos, CA 93620",110.9,3382450.0,acres lot,California,USA,37.0988,-120.76781,37.0980777,-120.7166719
844,852,"USA,California,11345 Sunnyslope Ave, Beaumont, CA 92223",5.44,3380000.0,acres lot,California,USA,33.95,-116.9676,33.9574997,-116.9676238
845,853,"USA,California,6314 Woodman Ave, Van Nuys, CA 91401",0.47,3350000.0,acres lot,California,USA,34.185,-118.431,34.1853179,-118.4306157
846,854,"USA,California,0 Supale Ranch Rd, Fallbrook, CA 92028",268.0,3350000.0,acres lot,California,USA,33.376,-117.25114,33.4182951,-117.2843566
847,855,"USA,California,31200 Highway 101, Cloverdale, CA 95425",42.6,3350000.0,acres lot,California,USA,38.818,-123.0219,39.5103554,-123.3861536
848,856,"USA,California,1815 Via Coronel, Palos Verdes Estates, CA 90274",0.77,3349000.0,acres lot,California,USA,33.7585,-118.305,33.7867444,-118.3969028
849,857,"USA,California,851 Pitzer Rd, Heber, CA 92249",93.33,3330000.0,acres lot,California,USA,32.712,-115.51435,32.712957,-115.5134719
850,858,"USA,California,3801 Ruble Rd, Turlock, CA 95380",33.1,3308345.0,acres lot,California,USA,37.487,-120.8923,37.4858525,-120.8927299
851,859,"USA,California,73858 Valle Vista Rd, Twentynine Palms, CA 92277",80.44,3300000.0,acres lot,California,USA,34.251,-116.1255,34.194501,-116.0510167
852,860,"USA,California,0 Nautilus St, La Jolla, CA 92037",0.15,3300000.0,sqft lot,California,USA,32.8308,-117.28069,32.8324085,-117.2647185
853,861,"USA,California,0 Nautilus St #0, La Jolla, CA 92037",0.15,3300000.0,sqft lot,California,USA,32.8308,-117.28069,32.8324085,-117.2647185
854,862,"USA,California,800 S A St, Oxnard, CA 93030",0.48,3300000.0,acres lot,California,USA,34.193,-119.1782,34.193526,-119.178254
855,863,"USA,California,0 S Costajo Rd, Bakersfield, CA 93313",10.0,3300000.0,acres lot,California,USA,35.213,-119.0116,35.223153,-119.0129807
856,864,"USA,California,700 Ford Rd, Ukiah, CA 95482",68.17,3300000.0,acres lot,California,USA,39.169,-123.1965,39.1691198,-123.1964886
857,865,"USA,California,25622 Alessandro Blvd, Moreno Valley, CA 92553",4.54,3300000.0,acres lot,California,USA,33.918,-117.2159,33.9183098,-117.215982
858,866,"USA,California,816 S G St, Oxnard, CA 93030",0.48,3300000.0,acres lot,California,USA,34.1933,-119.18579,34.1934897,-119.1857148
859,867,"USA,California,10926 Olana Dr, Truckee, CA 96161",1.88,3295000.0,acres lot,California,USA,39.2887,-120.1774,39.28875800000001,-120.177262
860,868,"USA,California,1637 S Vermont Ave, Los Angeles, CA 90006",0.29,3290000.0,acres lot,California,USA,34.043,-118.2918,34.0431352,-118.2918704
861,869,"USA,California,12390 Palmdale Rd, Victorville, CA 92392",11.53,3264604.0,acres lot,California,USA,34.5067,-117.39289,34.5067576,-117.3731563
862,870,"USA,California,7145 Fairway Rd, La Jolla, CA 92037",0.51,3250000.0,acres lot,California,USA,32.8375,-117.262,32.8375891,-117.2620544
863,871,"USA,California,4630 N F St #1-3, San Bernardino, CA 92407",3.55,3250000.0,acres lot,California,USA,34.17,-117.29672,34.170205,-117.2965664
864,872,"USA,California,7145 Fairway Rd #0, La Jolla, CA 92037",0.51,3250000.0,acres lot,California,USA,32.8375,-117.262,32.8375891,-117.2620544
865,873,"USA,California,0 Cumberland Dr, Skyforest, CA 92385",20.0,3250000.0,acres lot,California,USA,34.2352,-117.1792,34.2353739,-117.1794216
866,874,"USA,California,0 Centennial, Aguanga, CA 92536",325.26,3250000.0,acres lot,California,USA,33.539,-116.828,33.5348611,-116.8353114
867,875,"USA,California,5100 Thorndale Dr, Oakland, CA 94611",2.39,3250000.0,acres lot,California,USA,37.8209,-122.2537,37.8481906,-122.203891
868,876,"USA,California,4050 Deerhorn Dr, Sherman Oaks, CA 91403",10.21,3250000.0,acres lot,California,USA,34.143,-118.468,34.1453346,-118.4684169
869,877,"USA,California,9631 Stanford Ave, Garden Grove, CA 92841",1.1,3250000.0,acres lot,California,USA,33.778,-117.9648,33.7781043,-117.9647598
870,878,"USA,California,0 Eugenia Way, Burlingame, CA 94010",0.66,3225000.0,acres lot,California,USA,37.5681,-122.37838,37.5671335,-122.3803683
871,879,"USA,California,8162 Calabash Ave, Fontana, CA 92335",2.4,3200000.0,acres lot,California,USA,34.1053,-117.503,34.105186,-117.5021817
872,880,"USA,California,4500 S Brewer Rd #A, Pleasant Grove, CA 95668",100.0,3200000.0,acres lot,California,USA,38.821,-121.451,38.802462,-121.4512882
873,881,"USA,California,12053 Balboa Blvd, Granada Hills, CA 91344",3.67,3200000.0,acres lot,California,USA,34.2931,-118.50217,34.2905965,-118.5018008
874,882,"USA,California,5150 Gordon Ln, San Diego, CA 92109",0.2329889807162534,3195000.0,sqft lot,California,USA,32.7984,-117.24,32.8110011,-117.2446366
875,883,"USA,California,13500 E Sulphur Mountain Rd, Ojai, CA 93023",233.0,3100000.0,acres lot,California,USA,34.419,-119.1192,34.419281,-119.119234
876,884,"USA,California,0 Florida Ave, Hemet, CA 92544",144.31,3100000.0,acres lot,California,USA,33.73,-116.8252,33.7477818,-116.9325978
877,885,"USA,California,31583 Pacific Coast Hwy, Malibu, CA 90265",16.7,3100000.0,acres lot,California,USA,34.022,-118.8287,34.0376506,-118.8631789
878,886,"USA,California,917 E Walnut Ave, Lompoc, CA 93436",2.87,3100000.0,acres lot,California,USA,34.641,-120.4472,34.641345,-120.447288
879,887,"USA,California,1367 S Towne Ave, Pomona, CA 91766",1.69,3098000.0,acres lot,California,USA,34.0467,-117.7414,34.0467851,-117.7413461
880,888,"USA,California,0 Sunset Ct, Livingston, CA 95334",80.0,3080000.0,acres lot,California,USA,37.3868,-120.72353,37.3797244,-120.7267983
881,889,"USA,California,0 Sunset Dr, Livingston, CA 95334",80.0,3080000.0,acres lot,California,USA,37.3868,-120.72353,37.3387528,-120.7284172
882,890,"USA,California,3330 E Service Rd, Ceres, CA 95307",15.2,3040000.0,acres lot,California,USA,37.0,-120.9349,37.5799039,-120.9338244
883,891,"USA,California,4732 Avenida Del Mar, Malibu, CA 90265",0.75,3000000.0,acres lot,California,USA,34.043,-118.8905,34.04329930000001,-118.8905128
884,892,"USA,California,0 9th Ave, Kingsburg, CA 93631",20.0,3000000.0,acres lot,California,USA,36.507,-119.55781,36.4230876,-119.6188077
885,894,"USA,California,4645 Rising Hill Rd, Altadena, CA 91001",3.5,2160000.0,acres lot,California,USA,34.215,-118.1596,34.2151479,-118.1598771
886,895,"USA,California,44063 Mark Ct, Hemet, CA 92544",10.0,2160000.0,acres lot,California,USA,33.73,-116.8919,33.7475203,-116.9719684
887,896,"USA,California,34520 Antelope Rd, Murrieta, CA 92563",5.01,2150000.0,acres lot,California,USA,33.618,-117.17002,33.6190019,-117.1700165
888,897,"USA,California,420 20th St, Huntington Beach, CA 92648",0.134297520661157,2150000.0,sqft lot,California,USA,33.669,-118.011,33.6695445,-118.0114218
